name,taxa,scientificname,genus,family,taxonomic_level
Parkia velutina,plants,Parkia velutina,Parkia,Fabaceae,species
Saccoloma inaequale,plants,Saccoloma inaequale,Saccoloma,Saccolomataceae,species
Faramea anisocalyx,plants,Faramea anisocalyx,Faramea,Rubiaceae,species
Palicourea longiflora,plants,Palicourea longiflora,Palicourea,Rubiaceae,species
Hymenachne amplexicaulis,plants,Hymenachne amplexicaulis,Hymenachne,Poaceae,species
Lagenocarpus rigidus,plants,Lagenocarpus rigidus,Lagenocarpus,Cyperaceae,species
Hypolytrum,plants,,Hypolytrum,Cyperaceae,genus
Pitcairnia,plants,,Pitcairnia,Bromeliaceae,genus
Monotagma angustissimum,plants,Monotagma angustissimum,Monotagma,Marantaceae,species
Lecythis barnebyi,plants,Lecythis barnebyi,Lecythis,Lecythidaceae,species
Rhodothyrsus,plants,,Rhodothyrsus,Euphorbiaceae,genus
Aspidosperma desmanthum,plants,Aspidosperma desmanthum,Aspidosperma,Apocynaceae,species
Pharus latifolius,plants,Pharus latifolius,Pharus,Poaceae,species
Tachigali,plants,,Tachigali,Fabaceae,genus
Lacistemataceae,plants,,,Lacistemataceae,family
Rhynchospora barbata,plants,Rhynchospora barbata,Rhynchospora,Cyperaceae,species
Machaerium,plants,,Machaerium,Fabaceae,genus
Dendropanax resinosus,plants,Dendropanax resinosus,Dendropanax,Araliaceae,species
Entodon beyrichii,plants,Entodon beyrichii,Entodon,Entodontaceae,species
Philodendron melinonii,plants,Philodendron melinonii,Philodendron,Araceae,species
Sterculia frondosa,plants,Sterculia frondosa,Sterculia,Malvaceae,species
Terminalia viridiflora,plants,Terminalia viridiflora,Terminalia,Combretaceae,species
Panicum pilosum,plants,Panicum pilosum,Panicum,Poaceae,species
Byttneria fulva,plants,Byttneria fulva,Byttneria,Malvaceae,species
Tetracera,plants,,Tetracera,Dilleniaceae,genus
Cathedra acuminata,plants,Cathedra acuminata,Cathedra,Aptandraceae,species
Licania longistyla,plants,Licania longistyla,Licania,Chrysobalanaceae,species
Schlegelia cauliflora,plants,Schlegelia cauliflora,Schlegelia,Schlegeliaceae,species
Styracaceae,plants,,,Styracaceae,family
Amphilophium magnoliifolium,plants,Amphilophium magnoliifolium,Amphilophium,Bignoniaceae,species
Brunfelsia,plants,,Brunfelsia,Solanaceae,genus
Melicoccus,plants,,Melicoccus,Sapindaceae,genus
Leptobalanus parviflorus,plants,Leptobalanus parviflorus,Leptobalanus,Chrysobalanaceae,species
Socratea,plants,,Socratea,Arecaceae,genus
Palicourea spectabilis,plants,Palicourea spectabilis,Palicourea,Rubiaceae,species
Sloanea terniflora,plants,Sloanea terniflora,Sloanea,Elaeocarpaceae,species
Pouteria guianensis,plants,Pouteria guianensis,Pouteria,Sapotaceae,species
Peperomia macrostachyos,plants,Peperomia macrostachyos,Peperomia,Piperaceae,species
Theobroma microcarpum,plants,Theobroma microcarpum,Theobroma,Malvaceae,species
Cabomba furcata,plants,Cabomba furcata,Cabomba,Cabombaceae,species
Crossomitrium patrisiae,plants,Crossomitrium patrisiae,Crossomitrium,Hookeriaceae,species
Cariniana,plants,,Cariniana,Lecythidaceae,genus
Acalypha poiretii,plants,Acalypha poiretii,Acalypha,Euphorbiaceae,species
Plathymenia reticulata,plants,Plathymenia reticulata,Plathymenia,Fabaceae,species
Orthotrichaceae,plants,,,Orthotrichaceae,family
Eschweilera pedicellata,plants,Eschweilera pedicellata,Eschweilera,Lecythidaceae,species
Pitcairnia juncoides,plants,Pitcairnia juncoides,Pitcairnia,Bromeliaceae,species
Gustavia longifolia,plants,Gustavia longifolia,Gustavia,Lecythidaceae,species
Macrolobium arenarium,plants,Macrolobium arenarium,Macrolobium,Fabaceae,species
Adenocalymma,plants,,Adenocalymma,Bignoniaceae,genus
Cayaponia prunifera,plants,Cayaponia prunifera,Cayaponia,Cucurbitaceae,species
Borojoa,plants,,Borojoa,Rubiaceae,genus
Macoubea,plants,,Macoubea,Apocynaceae,genus
Streptogyna americana,plants,Streptogyna americana,Streptogyna,Poaceae,species
Caryocar,plants,,Caryocar,Caryocaraceae,genus
Schnella splendens,plants,Schnella splendens,Schnella,Fabaceae,species
Manilkara,plants,,Manilkara,Sapotaceae,genus
Miconia truncata,plants,Miconia truncata,Miconia,Melastomataceae,species
Fusaea,plants,,Fusaea,Annonaceae,genus
Helia,plants,,Helia,Gentianaceae,genus
Lophanthera,plants,,Lophanthera,Malpighiaceae,genus
Sarcaulus brasiliensis,plants,Sarcaulus brasiliensis,Sarcaulus,Sapotaceae,species
Rapatea rugulosa,plants,Rapatea rugulosa,Rapatea,Rapateaceae,species
Clusia nemorosa,plants,Clusia nemorosa,Clusia,Clusiaceae,species
Tetragastris panamensis,plants,Tetragastris panamensis,Tetragastris,Burseraceae,species
Vatairea guianensis,plants,Vatairea guianensis,Vatairea,Fabaceae,species
Licania hypoleuca,plants,Licania hypoleuca,Licania,Chrysobalanaceae,species
Parahancornia oblonga,plants,Parahancornia oblonga,Parahancornia,Apocynaceae,species
Moranopteris,plants,,Moranopteris,Polypodiaceae,genus
Chrysochlamys weberbaueri,plants,Chrysochlamys weberbaueri,Chrysochlamys,Clusiaceae,species
Eugenia brownsbergii,plants,Eugenia brownsbergii,Eugenia,Myrtaceae,species
Quiina florida,plants,Quiina florida,Quiina,Quiinaceae,species
Dilleniaceae,plants,,,Dilleniaceae,family
Lagenocarpus,plants,,Lagenocarpus,Cyperaceae,genus
Comolia,plants,,Comolia,Melastomataceae,genus
Parkia igneiflora,plants,Parkia igneiflora,Parkia,Fabaceae,species
Norantea,plants,,Norantea,Marcgraviaceae,genus
Pourouma ovata,plants,Pourouma ovata,Pourouma,Urticaceae,species
Manihot,plants,,Manihot,Euphorbiaceae,genus
Aquifoliaceae,plants,,,Aquifoliaceae,family
Gaulettia parillo,plants,Gaulettia parillo,Gaulettia,Chrysobalanaceae,species
Pseudobombax,plants,,Pseudobombax,Malvaceae,genus
Paragonia pyramidata,plants,Paragonia pyramidata,Paragonia,Bignoniaceae,species
Bactris campestris,plants,Bactris campestris,Bactris,Arecaceae,species
Diplasia,plants,,Diplasia,Cyperaceae,genus
Fissidens prionodes,plants,Fissidens prionodes,Fissidens,Fissidentaceae,species
Rhynchospora cephalotes,plants,Rhynchospora cephalotes,Rhynchospora,Cyperaceae,species
Euphroniaceae,plants,,,Euphroniaceae,family
Ocotea javitensis,plants,Ocotea javitensis,Ocotea,Lauraceae,species
Pouteria macrophylla,plants,Pouteria macrophylla,Pouteria,Sapotaceae,species
Piper mexicanum,plants,Piper mexicanum,Piper,Piperaceae,species
Hymenophyllum brevistipes,plants,Hymenophyllum brevistipes,Hymenophyllum,Hymenophyllaceae,species
Trichilia euneura,plants,Trichilia euneura,Trichilia,Meliaceae,species
Pterogastra,plants,,Pterogastra,Melastomataceae,genus
Combretaceae,plants,,,Combretaceae,family
Pseudopiptadenia psilostachya,plants,Pseudopiptadenia psilostachya,Pseudopiptadenia,Fabaceae,species
Oleandraceae,plants,,,Oleandraceae,family
Theobroma,plants,,Theobroma,Malvaceae,genus
Oxyceros,plants,,Oxyceros,Rubiaceae,genus
Drymonia,plants,,Drymonia,Gesneriaceae,genus
Hibiscus,plants,,Hibiscus,Malvaceae,genus
Tabernaemontana,plants,,Tabernaemontana,Apocynaceae,genus
Manihot esculenta,plants,Manihot esculenta,Manihot,Euphorbiaceae,species
Caperonia,plants,,Caperonia,Euphorbiaceae,genus
Miconia coarctiflora,plants,Miconia coarctiflora,Miconia,Melastomataceae,species
Combretum coriifolium,plants,Combretum coriifolium,Combretum,Combretaceae,species
Aciotis ornata,plants,Aciotis ornata,Aciotis,Melastomataceae,species
Protium opacum,plants,Protium opacum,Protium,Burseraceae,species
Hirtella fasciculata,plants,Hirtella fasciculata,Hirtella,Chrysobalanaceae,species
Roystonea oleracea,plants,Roystonea oleracea,Roystonea,Arecaceae,species
Adiantum tetraphyllum,plants,Adiantum tetraphyllum,Adiantum,Pteridaceae,species
Ichnanthus,plants,,Ichnanthus,Poaceae,genus
Mandevilla javitensis,plants,Mandevilla javitensis,Mandevilla,Apocynaceae,species
Eumachia,plants,,Eumachia,Rubiaceae,genus
Arrabidaea corallina,plants,Arrabidaea corallina,Arrabidaea,Bignoniaceae,species
Tovomita krukovii,plants,Tovomita krukovii,Tovomita,Clusiaceae,species
Piper anonifolium,plants,Piper anonifolium,Piper,Piperaceae,species
Xylopia benthamii,plants,Xylopia benthamii,Xylopia,Annonaceae,species
Syngonium yurimaguense,plants,Syngonium yurimaguense,Syngonium,Araceae,species
Eleocharis,plants,,Eleocharis,Cyperaceae,genus
Clusia palmicida,plants,Clusia palmicida,Clusia,Clusiaceae,species
Acroporium,plants,,Acroporium,Sematophyllaceae,genus
Miconia alternidomatia,plants,Miconia alternidomatia,Miconia,Melastomataceae,species
Ephedranthus amazonicus,plants,Ephedranthus amazonicus,Ephedranthus,Annonaceae,species
Hymenolobium heterocarpum,plants,Hymenolobium heterocarpum,Hymenolobium,Fabaceae,species
Campyloneurum phyllitidis,plants,Campyloneurum phyllitidis,Campyloneurum,Polypodiaceae,species
Mabea,plants,,Mabea,Euphorbiaceae,genus
Doliocarpus major,plants,Doliocarpus major,Doliocarpus,Dilleniaceae,species
Anthurium uleanum,plants,Anthurium uleanum,Anthurium,Araceae,species
Lygodiaceae,plants,,,Lygodiaceae,family
Thysananthus,plants,,Thysananthus,Lejeuneaceae,genus
Brickellia,plants,,Brickellia,Asteraceae,genus
Duguetia megalocarpa,plants,Duguetia megalocarpa,Duguetia,Annonaceae,species
Pseudolmedia laevis,plants,Pseudolmedia laevis,Pseudolmedia,Moraceae,species
Syrrhopodon helicophyllus,plants,Syrrhopodon helicophyllus,Syrrhopodon,Calymperaceae,species
Corythophora,plants,,Corythophora,Lecythidaceae,genus
Macoubea guianensis,plants,Macoubea guianensis,Macoubea,Apocynaceae,species
Cassia spruceana,plants,Cassia spruceana,Cassia,Fabaceae,species
Pontederia rotundifolia,plants,Pontederia rotundifolia,Pontederia,Pontederiaceae,species
Miconia splendens,plants,Miconia splendens,Miconia,Melastomataceae,species
Xyris uleana,plants,Xyris uleana,Xyris,Xyridaceae,species
Frullania,plants,,Frullania,Frullaniaceae,genus
Croton trinitatis,plants,Croton trinitatis,Croton,Euphorbiaceae,species
Duckea cyperaceoidea,plants,Duckea cyperaceoidea,Duckea,Rapateaceae,species
Ceiba samauma,plants,Ceiba samauma,Ceiba,Malvaceae,species
Zelometeorium,plants,,Zelometeorium,Brachytheciaceae,genus
Olyra obliquifolia,plants,Olyra obliquifolia,Olyra,Poaceae,species
Retiniphyllum speciosum,plants,Retiniphyllum speciosum,Retiniphyllum,Rubiaceae,species
Vittaria,plants,,Vittaria,Pteridaceae,genus
Gossypium barbadense,plants,Gossypium barbadense,Gossypium,Malvaceae,species
Miconia chrysophylla,plants,Miconia chrysophylla,Miconia,Melastomataceae,species
Couepia caryophylloides,plants,Couepia caryophylloides,Couepia,Chrysobalanaceae,species
Schoenobiblus daphnoides,plants,Schoenobiblus daphnoides,Schoenobiblus,Thymelaeaceae,species
Hymenophyllum polyanthos,plants,Hymenophyllum polyanthos,Hymenophyllum,Hymenophyllaceae,species
Archilejeunea,plants,,Archilejeunea,Lejeuneaceae,genus
Guatteria megalophylla,plants,Guatteria megalophylla,Guatteria,Annonaceae,species
Macropsychanthus scaber,plants,Macropsychanthus scaber,Macropsychanthus,Fabaceae,species
Bertholletia excelsa,plants,Bertholletia excelsa,Bertholletia,Lecythidaceae,species
Nephrolepidaceae,plants,,,Nephrolepidaceae,family
Solanum tegore,plants,Solanum tegore,Solanum,Solanaceae,species
Parinari klugii,plants,Parinari klugii,Parinari,Chrysobalanaceae,species
Plantaginaceae,plants,,,Plantaginaceae,family
Anaxagorea brachycarpa,plants,Anaxagorea brachycarpa,Anaxagorea,Annonaceae,species
Conchocarpus acuminatus,plants,Conchocarpus acuminatus,Conchocarpus,Rutaceae,species
Radula,plants,,Radula,Radulaceae,genus
Macropsychanthus coriaceus,plants,Macropsychanthus coriaceus,Macropsychanthus,Fabaceae,species
Inga alba,plants,Inga alba,Inga,Fabaceae,species
Microtea,plants,,Microtea,Microteaceae,genus
Apodanthaceae,plants,,,Apodanthaceae,family
Ditassa buntingii,plants,Ditassa buntingii,Ditassa,Apocynaceae,species
Myrcia cuspidata,plants,Myrcia cuspidata,Myrcia,Myrtaceae,species
Perebea,plants,,Perebea,Moraceae,genus
Dicranostyles ampla,plants,Dicranostyles ampla,Dicranostyles,Convolvulaceae,species
Ichthyothere,plants,,Ichthyothere,Asteraceae,genus
Hymenolobium nitidum,plants,Hymenolobium nitidum,Hymenolobium,Fabaceae,species
Chromolucuma,plants,,Chromolucuma,Sapotaceae,genus
Annona salzmannii,plants,Annona salzmannii,Annona,Annonaceae,species
Emmotum,plants,,Emmotum,Metteniusaceae,genus
Entodon,plants,,Entodon,Entodontaceae,genus
Mouriri apiranga,plants,Mouriri apiranga,Mouriri,Melastomataceae,species
Machaerium quinata,plants,Machaerium quinata,Machaerium,Fabaceae,species
Trichomanes trollii,plants,Trichomanes trollii,Trichomanes,Hymenophyllaceae,species
Terminalia,plants,,Terminalia,Combretaceae,genus
Octomeria scirpoidea,plants,Octomeria scirpoidea,Octomeria,Orchidaceae,species
Connaraceae,plants,,,Connaraceae,family
Ichnanthus panicoides,plants,Ichnanthus panicoides,Ichnanthus,Poaceae,species
Rauvolfia paraensis,plants,Rauvolfia paraensis,Rauvolfia,Apocynaceae,species
Pylaisiadelphaceae,plants,,,Pylaisiadelphaceae,family
Schistostemon,plants,,Schistostemon,Humiriaceae,genus
Pseudelephantopus,plants,,Pseudelephantopus,Asteraceae,genus
Jacaranda,plants,,Jacaranda,Bignoniaceae,genus
Cassia,plants,,Cassia,Fabaceae,genus
Callichlamys latifolia,plants,Callichlamys latifolia,Callichlamys,Bignoniaceae,species
Passiflora auriculata,plants,Passiflora auriculata,Passiflora,Passifloraceae,species
Andira unifoliolata,plants,Andira unifoliolata,Andira,Fabaceae,species
Aciotis,plants,,Aciotis,Melastomataceae,genus
Utricularia foliosa,plants,Utricularia foliosa,Utricularia,Lentibulariaceae,species
Tapura,plants,,Tapura,Dichapetalaceae,genus
Hymenopus oblongifolius,plants,Hymenopus oblongifolius,Hymenopus,Chrysobalanaceae,species
Simaba orinocensis,plants,Simaba orinocensis,Simaba,Simaroubaceae,species
Erythroxylaceae,plants,,,Erythroxylaceae,family
Lomariopsis prieuriana,plants,Lomariopsis prieuriana,Lomariopsis,Lomariopsidaceae,species
Trichilia micrantha,plants,Trichilia micrantha,Trichilia,Meliaceae,species
Couratari longipedicellata,plants,Couratari longipedicellata,Couratari,Lecythidaceae,species
Ormosia coarctata,plants,Ormosia coarctata,Ormosia,Fabaceae,species
Picramnia sellowii,plants,Picramnia sellowii,Picramnia,Picramniaceae,species
Talisia macrophylla,plants,Talisia macrophylla,Talisia,Sapindaceae,species
Leptobalanus longistylus,plants,Leptobalanus longistylus,Leptobalanus,Chrysobalanaceae,species
Theobroma obovatum,plants,Theobroma obovatum,Theobroma,Malvaceae,species
Duguetia stelechantha,plants,Duguetia stelechantha,Duguetia,Annonaceae,species
Cybianthus spicatus,plants,Cybianthus spicatus,Cybianthus,Primulaceae,species
Pteris,plants,,Pteris,Pteridaceae,genus
Schoenobiblus,plants,,Schoenobiblus,Thymelaeaceae,genus
Melicoccus pedicellaris,plants,Melicoccus pedicellaris,Melicoccus,Sapindaceae,species
Polygalaceae,plants,,,Polygalaceae,family
Mimosa,plants,,Mimosa,Fabaceae,genus
Haemodoraceae,plants,,,Haemodoraceae,family
Iryanthera hostmannii,plants,Iryanthera hostmannii,Iryanthera,Myristicaceae,species
Ormosia trifoliolata,plants,Ormosia trifoliolata,Ormosia,Fabaceae,species
Piper circumspectantis,plants,Piper circumspectantis,Piper,Piperaceae,species
Catostemma sclerophyllum,plants,Catostemma sclerophyllum,Catostemma,Malvaceae,species
Hirtella tenuifolia,plants,Hirtella tenuifolia,Hirtella,Chrysobalanaceae,species
Chameleion xanthophyllus,plants,Chameleion xanthophyllus,Chameleion,Calymperaceae,species
Sandemania hoehnei,plants,Sandemania hoehnei,Sandemania,Melastomataceae,species
Solanum schlechtendalianum,plants,Solanum schlechtendalianum,Solanum,Solanaceae,species
Zanthoxylum rhoifolium,plants,Zanthoxylum rhoifolium,Zanthoxylum,Rutaceae,species
Thoracocarpus,plants,,Thoracocarpus,Cyclanthaceae,genus
Sematophyllum pacimoniense,plants,Sematophyllum pacimoniense,Sematophyllum,Sematophyllaceae,species
Ceratolejeunea,plants,,Ceratolejeunea,Lejeuneaceae,genus
Moquilea unguiculata,plants,Moquilea unguiculata,Moquilea,Chrysobalanaceae,species
Caraipa grandifolia,plants,Caraipa grandifolia,Caraipa,Calophyllaceae,species
Trichomanes pinnatum,plants,Trichomanes pinnatum,Trichomanes,Hymenophyllaceae,species
Palicourea rigida,plants,Palicourea rigida,Palicourea,Rubiaceae,species
Eschweilera eperuetorum,plants,Eschweilera eperuetorum,Eschweilera,Lecythidaceae,species
Cheiloclinium cognatum,plants,Cheiloclinium cognatum,Cheiloclinium,Celastraceae,species
Sandwithia,plants,,Sandwithia,Euphorbiaceae,genus
Dimorphandra urubuensis,plants,Dimorphandra urubuensis,Dimorphandra,Fabaceae,species
Ocotea aciphylla,plants,Ocotea aciphylla,Ocotea,Lauraceae,species
Bursera,plants,,Bursera,Burseraceae,genus
Cedrelinga cateniformis,plants,Cedrelinga cateniformis,Cedrelinga,Fabaceae,species
Inga stenoptera,plants,Inga stenoptera,Inga,Fabaceae,species
Salacia solimoesensis,plants,Salacia solimoesensis,Salacia,Celastraceae,species
Sapotaceae,plants,,,Sapotaceae,family
Calymperes mitrafugax,plants,Calymperes mitrafugax,Calymperes,Calymperaceae,species
Cyclanthaceae,plants,,,Cyclanthaceae,family
Campsiandra,plants,,Campsiandra,Fabaceae,genus
Plathymenia,plants,,Plathymenia,Fabaceae,genus
Faramea capillipes,plants,Faramea capillipes,Faramea,Rubiaceae,species
Palicourea racemosa,plants,Palicourea racemosa,Palicourea,Rubiaceae,species
Malouetia tamaquarina,plants,Malouetia tamaquarina,Malouetia,Apocynaceae,species
Asclepias mellodora,plants,Asclepias mellodora,Asclepias,Apocynaceae,species
Momordica,plants,,Momordica,Cucurbitaceae,genus
Sorocea steinbachii,plants,Sorocea steinbachii,Sorocea,Moraceae,species
Macromitrium punctatum,plants,Macromitrium punctatum,Macromitrium,Orthotrichaceae,species
Ryania pyrifera,plants,Ryania pyrifera,Ryania,Salicaceae,species
Hookeriaceae,plants,,,Hookeriaceae,family
Lacmellea floribunda,plants,Lacmellea floribunda,Lacmellea,Apocynaceae,species
Neea ovalifolia,plants,Neea ovalifolia,Neea,Nyctaginaceae,species
Psiguria ternata,plants,Psiguria ternata,Psiguria,Cucurbitaceae,species
Apteria aphylla,plants,Apteria aphylla,Apteria,Burmanniaceae,species
Chromolucuma congestifolia,plants,Chromolucuma congestifolia,Chromolucuma,Sapotaceae,species
Sabicea amazonensis,plants,Sabicea amazonensis,Sabicea,Rubiaceae,species
Protium hebetatum,plants,Protium hebetatum,Protium,Burseraceae,species
Philodendron callosum,plants,Philodendron callosum,Philodendron,Araceae,species
Vigna unguiculata,plants,Vigna unguiculata,Vigna,Fabaceae,species
Irlbachia,plants,,Irlbachia,Gentianaceae,genus
Vismia japurensis,plants,Vismia japurensis,Vismia,Hypericaceae,species
Clidemia hirta,plants,Clidemia hirta,Clidemia,Melastomataceae,species
Heliotropiaceae,plants,,,Heliotropiaceae,family
Asplenium angustum,plants,Asplenium angustum,Asplenium,Aspleniaceae,species
Solanum leucopogon,plants,Solanum leucopogon,Solanum,Solanaceae,species
Passovia myrsinites,plants,Passovia myrsinites,Passovia,Loranthaceae,species
Emmotum floribundum,plants,Emmotum floribundum,Emmotum,Metteniusaceae,species
Chamaecostus congestiflorus,plants,Chamaecostus congestiflorus,Chamaecostus,Costaceae,species
Plagiochila subplana,plants,Plagiochila subplana,Plagiochila,Plagiochilaceae,species
Hylaeanthe hexantha,plants,Hylaeanthe hexantha,Hylaeanthe,Marantaceae,species
Posoqueria longiflora,plants,Posoqueria longiflora,Posoqueria,Rubiaceae,species
Microgramma lycopodioides,plants,Microgramma lycopodioides,Microgramma,Polypodiaceae,species
Orthoclada laxa,plants,Orthoclada laxa,Orthoclada,Poaceae,species
Miconia lanata,plants,Miconia lanata,Miconia,Melastomataceae,species
Physalis,plants,,Physalis,Solanaceae,genus
Thurnia sphaerocephala,plants,Thurnia sphaerocephala,Thurnia,Thurniaceae,species
Andropogon,plants,,Andropogon,Poaceae,genus
Aniba lancifolia,plants,Aniba lancifolia,Aniba,Lauraceae,species
Octoblepharum albidum,plants,Octoblepharum albidum,Octoblepharum,Octoblepharaceae,species
